,Fund Id,Business Area,Fund Center Id,GL Account,GL Description,GL Category,GL Category Description,Revenue or Expenditure,Fiscal Year,Original Budget,Current Budget,Actuals,3Y_Past_Actuals,2Y_Past_Actuals,1Y_Past_Actuals,2Y_1Y_Actuals_Mean,3Y_2Y_1Y_Actuals_Mean,3Y_Past_Original_Budget,2Y_Past_Original_Budget,1Y_Past_Original_Budget,2Y_1Y_Original_Budget_Mean,3Y_2Y_1Y_Original_Budget_Mean,3Y_Past_OA_Difference,2Y_Past_OA_Difference,1Y_Past_OA_Difference,2Y_1Y_OA_Difference_Mean,3Y_2Y_1Y_OA_Difference_Mean
86,8601,4200,4200010001,531140,531140 - Transfers for Principal,530,530 - Debt Service and Other Uses,Expenditures,2016,13420251,13420251,11407226.68,594613.12,601074.63,582427.55,591751.0900000001,591751.0900000001,560019.0,607036.0,618709.0,612872.5,612872.5,34594.119999999995,-5961.369999999995,-36281.44999999995,-21121.409999999974,-21121.409999999974
87,1000,1000,1000010053,511045,511045 - Computer Supplies,510,510 - Supplies,Expenditures,2016,0,0,98.56,714246.24,755637.51,782312.87,768975.19,768975.19,705420.0,731598.0,751255.0,741426.5,741426.5,8826.23999999999,24039.51000000001,31057.869999999995,27548.690000000002,27548.690000000002
88,1001,2000,2000050002,501070,501070 - Pension - Civilian,500,500 - Personnel Services,Expenditures,2016,48723,47411,11927.64,1524024.39,1539177.77,1559276.47,1549227.12,1549227.12,1414484.0,1537065.0,1566885.0,1551975.0,1551975.0,109540.3899999999,2112.7700000000186,-7608.530000000028,-2747.8800000000047,-2747.8800000000047
89,1000,1000,1000010069,511040,511040 - Audiovisual Supplies,510,510 - Supplies,Expenditures,2016,86,86,75.96,540377.94,573151.25,571462.97,572307.11,572307.11,542735.0,509057.0,518014.0,513535.5,513535.5,-2357.0600000000563,64094.25,53448.96999999997,58771.609999999986,58771.609999999986
90,1000,1000,1000010023,500150,500150 - Shift Differential Pay - Classified,500,500 - Personnel Services,Expenditures,2016,41844,41844,52587.28,684544.5,723635.82,744387.03,734011.425,734011.425,687242.0,629221.0,788980.0,709100.5,709100.5,-2697.5,94414.81999999996,-44592.96999999997,24910.924999999996,24910.924999999996
91,8300,2000,2000050014,520515,520515 - Print Shop Services,520,520 - Other Services and Charges,Expenditures,2016,2000,2000,2253.9,711582.17,685985.09,725268.75,705626.9199999999,705626.9199999999,832964.0,715518.0,768572.0,742045.0,742045.0,-121381.82999999994,-29532.910000000033,-43303.25,-36418.080000000016,-36418.080000000016
92,1001,2000,2000060008,520114,520114 - Miscellaneous Support Services,520,520 - Other Services and Charges,Expenditures,2016,25000,25000,12684.59,279984.12,319147.24,338138.69,328642.96499999997,328642.96499999997,272151.0,305302.0,310535.0,307918.5,307918.5,7833.119999999995,13845.23999999999,27603.69,20724.464999999997,20724.464999999997
93,1000,1600,1600030001,520515,520515 - Print Shop Services,520,520 - Other Services and Charges,Expenditures,2016,400,400,56,878917.57,839503.38,785938.92,812721.15,812721.15,870604.0,825921.0,812170.0,819045.5,819045.5,8313.569999999949,13582.380000000005,-26231.07999999996,-6324.3499999999785,-6324.3499999999785
94,8300,2000,2000050012,501120,501120 - Termination Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,25000,25000,7626.03,568012.14,606883.18,488670.21,547776.6950000001,547776.6950000001,645215.0,669806.0,531374.0,600590.0,600590.0,-77202.85999999999,-62922.81999999995,-42703.78999999998,-52813.304999999964,-52813.304999999964
95,1001,2000,2000070001,520765,520765 - Membership & Professional Fees,520,520 - Other Services and Charges,Expenditures,2016,900,900,331,536334.26,479257.59,598107.89,538682.74,538682.74,500091.0,522168.0,581707.0,551937.5,551937.5,36243.26000000002,-42910.40999999997,16400.890000000014,-13254.759999999977,-13254.759999999977
96,1000,3600,3600150062,500010,500010 - Salary Base Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,36306,36306,38342.58,774915.09,801021.64,908952.62,854987.13,854987.13,783585.0,838952.0,848432.0,843692.0,843692.0,-8669.910000000033,-37930.359999999986,60520.62,11295.130000000008,11295.130000000008
97,8300,2000,2000040014,511125,511125 - Food Supplies,510,510 - Supplies,Expenditures,2016,1000,1000,420.89,751540.0,844902.18,883672.71,864287.4450000001,864287.4450000001,691533.0,809585.0,862007.0,835796.0,835796.0,60007.0,35317.18000000005,21665.709999999963,28491.445000000007,28491.445000000007
98,8300,2000,2000050015,520114,520114 - Miscellaneous Support Services,520,520 - Other Services and Charges,Expenditures,2016,0,0,0,411164.54,402954.79,407992.0,405473.395,405473.395,415464.0,386851.0,406400.0,396625.5,396625.5,-4299.460000000021,16103.78999999998,1592.0,8847.89499999999,8847.89499999999
99,1000,1000,1000010022,500090,500090 - Premium Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,54362,54362,10110.54,567991.6,574044.01,591256.3,582650.155,582650.155,532746.0,553614.0,566555.0,560084.5,560084.5,35245.599999999984,20430.01000000001,24701.30000000005,22565.655000000028,22565.655000000028
100,1000,3600,3600150053,511115,511115 - Vehicle Repair & Maintenance Supplies,510,510 - Supplies,Expenditures,2016,0,0,26.7,915634.35,856674.22,874946.31,865810.265,865810.265,824039.0,857537.0,872560.0,865048.5,865048.5,91595.34999999998,-862.7800000000279,2386.3100000000563,761.7650000000142,761.7650000000142
101,1000,3600,3600070001,520805,520805 - Education & Training,520,520 - Other Services and Charges,Expenditures,2016,1800,1800,340,627700.54,598111.74,693415.84,645763.79,645763.79,608496.0,631562.0,639407.0,635484.5,635484.5,19204.540000000037,-33450.26000000002,54008.83999999997,10279.289999999975,10279.289999999975
102,1001,2000,2000070004,501070,501070 - Pension - Civilian,500,500 - Personnel Services,Expenditures,2016,128766,128766,89668.32,407529.71,359925.49,345056.07,352490.78,352490.78,419582.0,448312.0,418375.0,433343.5,433343.5,-12052.28999999998,-88386.51000000002,-73318.93,-80852.72,-80852.72
103,8001,2800,2800060017,502010,502010 - FICA - Civilian,500,500 - Personnel Services,Expenditures,2016,25293,-637,-634.99,658025.84,822763.47,565044.19,693903.83,693903.83,1011092.0,747091.0,804043.0,775567.0,775567.0,-353066.1600000001,75672.46999999997,-238998.8100000001,-81663.17000000007,-81663.17000000007
104,8001,2800,2800040005,503090,503090 - Workers Compensation - Civilian Admin,500,500 - Personnel Services,Expenditures,2016,4130,3091,2362.74,443811.83,-754.7,112657.86,55951.58,55951.58,414101.0,0.0,0.0,0.0,0.0,29710.830000000016,-754.7,112657.86,55951.58,55951.58
105,1004,6500,6500050003,503015,503015 - Basic Life Insurance - Activie Civilian,500,500 - Personnel Services,Expenditures,2016,257,257,243.79,709839.68,731247.08,807621.11,769434.095,769434.095,662375.0,689133.0,757774.0,723453.5,723453.5,47464.68000000005,42114.07999999996,49847.10999999999,45980.59499999997,45980.59499999997
106,1000,1000,1000010023,503020,503020 - Health Insurance - Active Classified,500,500 - Personnel Services,Expenditures,2016,425237,425237,529609.43,416329.54,470068.66,537043.13,503555.895,503555.895,450380.0,528873.0,553825.0,541349.0,541349.0,-34050.46000000002,-58804.34000000003,-16781.869999999995,-37793.10500000001,-37793.10500000001
107,2200,1000,1000010072,511145,511145 - Small Tools & Minor Equipment,510,510 - Supplies,Expenditures,2016,20000,20000,37726.4,5148332.38,5461528.18,3435584.29,4448556.234999999,4448556.234999999,5302984.0,5510920.0,3394123.0,4452521.5,4452521.5,-154651.6200000001,-49391.82000000031,41461.29000000004,-3965.2650000001377,-3965.2650000001377
108,1000,3800,3800030001,500010,500010 - Salary Base Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,307848,332219,400266.88,0.0,0.0,153624.14,76812.07,76812.07,0.0,39672.0,168757.0,104214.5,104214.5,0.0,-39672.0,-15132.859999999986,-27402.429999999993,-27402.429999999993
109,8001,2800,2800040006,511120,511120 - Clothing,510,510 - Supplies,Expenditures,2016,8750,6413,7329.18,217572.62,226115.18,210613.23,218364.20500000002,218364.20500000002,223312.0,224577.0,242175.0,233376.0,233376.0,-5739.380000000005,1538.179999999993,-31561.769999999986,-15011.794999999996,-15011.794999999996
110,1000,1000,1000010070,511100,511100 - Veterinary & Animal Supplies,510,510 - Supplies,Expenditures,2016,2000,2000,10543.92,810250.67,963691.9,956551.85,960121.875,960121.875,807719.0,980616.0,1016507.0,998561.5,998561.5,2531.670000000042,-16924.099999999977,-59955.15000000003,-38439.625,-38439.625
111,1000,1000,1000010035,500090,500090 - Premium Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,1263,1263,1930.95,326182.11,347026.91,471172.47,409099.68999999994,409099.68999999994,347938.0,355185.0,494639.0,424912.0,424912.0,-21755.890000000014,-8158.090000000026,-23466.530000000028,-15812.310000000027,-15812.310000000027
112,1000,3600,3600090012,522430,522430 - Miscellaneous Other Services & Charges,520,520 - Other Services and Charges,Expenditures,2016,300,300,2714.73,285224.85,290593.24,301099.58,295846.41000000003,295846.41000000003,271936.0,294216.0,299362.0,296789.0,296789.0,13288.849999999975,-3622.7600000000093,1737.5800000000165,-942.5899999999964,-942.5899999999964
113,1000,1000,1000010037,521610,521610 - Voice Services,520,520 - Other Services and Charges,Expenditures,2016,0,0,0,428869.53,453965.06,546894.83,500429.94499999995,500429.94499999995,542253.0,553156.0,551079.0,552117.5,552117.5,-113383.46999999994,-99190.94,-4184.170000000042,-51687.55500000002,-51687.55500000002
114,8300,2000,2000050014,520124,520124 - Other Equipment ServicesS,520,520 - Other Services and Charges,Expenditures,2016,5000,5000,666,534955.45,570579.1,526495.47,548537.2849999999,548537.2849999999,536487.0,596297.0,639908.0,618102.5,618102.5,-1531.5500000000463,-25717.900000000023,-113412.53000000006,-69565.21500000004,-69565.21500000004
115,1000,1200,1200030004,520114,520114 - Miscellaneous Support Services,520,520 - Other Services and Charges,Expenditures,2016,0,0,0,303837.03,301838.5,323647.2,312742.85,312742.85,315627.0,320221.0,330647.0,325434.0,325434.0,-11789.969999999974,-18382.5,-6999.7999999999865,-12691.149999999994,-12691.149999999994
116,1000,3600,3600070002,503090,503090 - Workers Compensation - Civilian Admin,500,500 - Personnel Services,Expenditures,2016,855,855,573.77,555683.06,853043.63,897029.05,875036.3400000001,875036.3400000001,477135.0,735189.0,940534.0,837861.5,837861.5,78548.06000000006,117854.63,-43504.94999999995,37174.840000000026,37174.840000000026
117,8001,2800,2800040011,503010,503010 - Health Insurance - Active Civilian,500,500 - Personnel Services,Expenditures,2016,461252,478651,466880.66,2308314.32,2809640.86,2710995.16,2760318.01,2760318.01,2127545.0,2305588.0,2633609.0,2469598.5,2469598.5,180769.31999999983,504052.8599999999,77386.16000000015,290719.51,290719.51
118,1000,3600,3600130016,500010,500010 - Salary Base Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,765587,765587,608233.75,1862502.18,1938409.27,1768457.08,1853433.175,1853433.175,1887709.0,1944342.0,2020817.0,1982579.5,1982579.5,-25206.820000000065,-5932.7299999999805,-252359.91999999995,-129146.32499999997,-129146.32499999997
119,2302,2000,2000010017,503100,503100 - Workers Comp-Civilian Claims,500,500 - Personnel Services,Expenditures,2016,0,0,13774.84,322482.32,397633.56,479710.06,438671.81,438671.81,358719.0,365569.0,513427.0,439498.0,439498.0,-36236.67999999999,32064.56,-33716.94,-826.1900000000005,-826.1900000000005
120,1000,1000,1000010004,503080,503080 - Workers Compensation - Classified Admin,500,500 - Personnel Services,Expenditures,2016,6490,6490,5998.88,743826.27,814402.74,804320.21,809361.475,809361.475,868897.0,1005700.0,983468.0,994584.0,994584.0,-125070.72999999998,-191297.26,-179147.79000000004,-185222.52500000002,-185222.52500000002
121,8300,2000,2000040017,511145,511145 - Small Tools & Minor Equipment,510,510 - Supplies,Expenditures,2016,10000,10000,17955.44,175394.67,82762.39,229906.19,156334.29,156334.29,274181.0,181306.0,256250.0,218778.0,218778.0,-98786.33,-98543.61,-26343.81,-62443.71,-62443.71
122,1000,2500,2500030001,520910,520910 - Travel - Non-Training Related,520,520 - Other Services and Charges,Expenditures,2016,2000,2000,0,1120294.33,1448625.4,1357551.18,1403088.29,1403088.29,1104214.0,1455703.0,1449880.0,1452791.5,1452791.5,16080.330000000076,-7077.600000000093,-92328.82000000008,-49703.21000000009,-49703.21000000009
123,8001,2800,2800010001,522430,522430 - Miscellaneous Other Services & Charges,520,520 - Other Services and Charges,Expenditures,2016,1000,10804,10938.32,185520.94,162721.66,232744.72,197733.19,197733.19,234900.0,276703.0,282789.0,279746.0,279746.0,-49379.06,-113981.34,-50044.28,-82012.81,-82012.81
124,1000,1000,1000010084,520123,520123 - Vehicle & Motor Equipment Services+E38,520,520 - Other Services and Charges,Expenditures,2016,374181,374181,359960.36,6305164.58,7335088.03,7696642.94,7515865.485,7515865.485,6165459.0,7176888.0,7368965.0,7272926.5,7272926.5,139705.58000000007,158200.03000000026,327677.9400000004,242938.98500000034,242938.98500000034
125,8300,2000,2000050006,511110,511110 - Fuel,510,510 - Supplies,Expenditures,2016,9700,9700,1809.24,335253.59,351325.11,353126.2,352225.655,352225.655,316906.0,335974.0,350734.0,343354.0,343354.0,18347.590000000026,15351.109999999986,2392.200000000012,8871.654999999999,8871.654999999999
126,1000,1000,1000010034,500160,500160 - Training Incentive Pay - Classified,500,500 - Personnel Services,Expenditures,2016,1076571,1076571,1044557.78,572810.75,545522.13,556988.93,551255.53,551255.53,596855.0,600437.0,600919.0,600678.0,600678.0,-24044.25,-54914.87,-43930.06999999995,-49422.46999999997,-49422.46999999997
127,1000,3600,3600070009,503100,503100 - Workers Comp-Civilian Claims,500,500 - Personnel Services,Expenditures,2016,1500,1500,1792.5,518043.25,594390.82,634666.0,614528.4099999999,614528.4099999999,540532.0,581798.0,631701.0,606749.5,606749.5,-22488.75,12592.819999999949,2965.0,7778.909999999974,7778.909999999974
128,8305,2000,2000050014,560260,560260 - Cap Exp - Infrastructure,560,560 - Capital Purchases,Expenditures,2016,2000000,1824382.19,1793315.25,265287.4,288407.28,259043.85,273725.565,273725.565,302812.0,302962.0,312266.0,307614.0,307614.0,-37524.599999999984,-14554.719999999974,-53222.15,-33888.43499999999,-33888.43499999999
129,1000,2500,2500080001,520515,520515 - Print Shop Services,520,520 - Other Services and Charges,Expenditures,2016,600,600,77.89,257603.63,280028.73,283933.81,281981.27,281981.27,268726.0,272120.0,278411.0,275265.5,275265.5,-11122.369999999995,7908.7299999999805,5522.809999999998,6715.7699999999895,6715.7699999999895
130,1000,6000,6000010001,511055,511055 - Publications & Printed Materials,510,510 - Supplies,Expenditures,2016,500,500,829.31,323592.92,337322.3,346827.43,342074.865,342074.865,328130.0,329535.0,338519.0,334027.0,334027.0,-4537.080000000016,7787.2999999999865,8308.429999999993,8047.86499999999,8047.86499999999
131,8300,2000,2000040008,500090,500090 - Premium Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,2000,2000,1830,436756.45,463911.0,489112.81,476511.905,476511.905,431773.0,452119.0,460379.0,456249.0,456249.0,4983.450000000013,11792.0,28733.81,20262.905,20262.905
132,8001,2800,2800040019,501070,501070 - Pension - Civilian,500,500 - Personnel Services,Expenditures,2016,122019,85836,85946.31,160582.69,165727.47,170831.59,168279.53,168279.53,161011.0,161694.0,164766.0,163230.0,163230.0,-428.30999999999773,4033.470000000001,6065.589999999997,5049.529999999999,5049.529999999999
133,1000,1200,1200040002,520905,520905 - Travel - Training Related,520,520 - Other Services and Charges,Expenditures,2016,4000,4000,4271.74,252396.4,260151.45,268163.63,264157.54000000004,264157.54000000004,252804.0,253920.0,258819.0,256369.5,256369.5,-407.6000000000058,6231.4500000000135,9344.630000000003,7788.040000000008,7788.040000000008
134,1000,9000,9000030001,503010,503010 - Health Insurance - Active Civilian,500,500 - Personnel Services,Expenditures,2016,98577,90592,106212.22,373747.48,362333.97,387030.64,374682.305,374682.305,398077.0,397158.0,409078.0,403118.0,403118.0,-24329.52000000002,-34824.03000000003,-22047.359999999986,-28435.695000000007,-28435.695000000007
135,1000,6400,6400010001,503015,503015 - Basic Life Insurance - Activie Civilian,500,500 - Personnel Services,Expenditures,2016,240,240,255.1,545584.44,523598.32,589670.46,556634.39,556634.39,555645.0,559656.0,576628.0,568142.0,568142.0,-10060.560000000056,-36057.67999999999,13042.459999999963,-11507.610000000015,-11507.610000000015
136,1000,3600,3600150018,503090,503090 - Workers Compensation - Civilian Admin,500,500 - Personnel Services,Expenditures,2016,425,425,332.37,730462.2,765046.19,765186.6,765116.395,765116.395,745861.0,747269.0,761462.0,754365.5,754365.5,-15398.800000000048,17777.189999999944,3724.5999999999767,10750.89499999996,10750.89499999996
137,1000,1000,1000010051,503015,503015 - Basic Life Insurance - Activie Civilian,500,500 - Personnel Services,Expenditures,2016,37,37,38.56,67514.6,69630.42,71783.75,70707.08499999999,70707.08499999999,67652.0,67964.0,69280.0,68622.0,68622.0,-137.39999999999418,1666.4199999999985,2503.75,2085.084999999999,2085.084999999999
138,2205,1500,1500010001,520905,520905 - Travel - Training Related,520,520 - Other Services and Charges,Expenditures,2016,4140,4140,1589.65,251159.15,254914.46,278770.46,266842.46,266842.46,251942.0,253128.0,257691.0,255409.5,255409.5,-782.8500000000058,1786.459999999992,21079.46000000002,11432.960000000006,11432.960000000006
139,1000,1000,1000010041,503010,503010 - Health Insurance - Active Civilian,500,500 - Personnel Services,Expenditures,2016,43247,43247,19662.39,387417.28,386970.94,420191.9,403581.42000000004,403581.42000000004,411780.0,410127.0,422146.0,416136.5,416136.5,-24362.719999999965,-23156.06,-1954.0999999999767,-12555.079999999989,-12555.079999999989
140,1000,1000,1000010035,502020,502020 - FICA - Classified,500,500 - Personnel Services,Expenditures,2016,153487,153487,176116.08,453675.79,461628.25,486201.65,473914.95,473914.95,462049.0,461805.0,478971.0,470388.0,470388.0,-8373.210000000021,-176.75,7230.650000000023,3526.9500000000116,3526.9500000000116
